,estimated_f2b,log_likelihood,trips_number,gradient,hessian_eigenvalues,asymptotic_confidence
251,0.0,-209.09570653843662,38.0,-10.604620936556588,-226.42394152546794,7.684464246051276e-07
252,0.07193856239318847,-209.341374124543,36.0,-0.00019226859856513734,-227.9736911244085,5.280109144222023e-07
253,0.11447762489318847,-142.26029138902305,24.0,1.9306677311092812e-05,-91.35685912601727,1.2318177302684323e-06
254,0.01960690498352051,-199.90653568453686,33.0,3.280677780120875e-05,-387.3524409057593,3.7744266319329233e-07
255,0.0380855655670166,-188.16417276436744,34.0,0.00044745643245480693,-81.48062333741584,2.490687785683988e-07
256,0.0,-164.283279429329,31.0,-18.21928636835908,-25.288517397142844,6.3615164351842835e-06
257,0.0,-203.06570962386422,41.0,-24.66577919286856,-21.94993210290064,3.0950544035657567e-06
258,0.0,-162.05396903540492,30.0,-8.083256323335446,-51.06330647339521,1.846447875313929e-05
259,0.0,-120.3138693392375,23.0,-4.768150607647906,-18.856599726268993,7.582695692735287e-06
260,0.0,-79.89063044343854,16.0,-8.750604804876302,-6.017450993570382,1.6000167872669852e-05
261,0.057821817398071296,-133.1889117492165,24.0,-2.9691127504172243e-05,-7.192023857735751,6.558431228710668e-07
262,0.1380848407745361,-182.5365957610845,32.0,7.301770521441278e-05,-19.418515617135835,7.278209559054389e-07
263,0.0,-142.24214624787146,25.0,-13.040470673894692,-183.26727419631348,9.529674289305648e-06
